age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
'\'(46.2-53]\'',management,married,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(25-28]\'',aug,'\'(-inf-306.1]\'','\'(5.9-10.8]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',blue-collar,married,primary,no,'\'(-inf-4137.1]\'',yes,no,telephone,'\'(19-22]\'',apr,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(46.2-53]\'',entrepreneur,married,secondary,no,'\'(-inf-4137.1]\'',yes,yes,cellular,'\'(4-7]\'',may,'\'(-inf-306.1]\'','\'(5.9-10.8]\'','\'(260.6-347.8]\'','\'(-inf-2.5]\'',other,no
'\'(53-59.8]\'',admin.,married,secondary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(28-inf)\'',apr,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',services,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(25-28]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',blue-collar,married,secondary,no,'\'(-inf-4137.1]\'',yes,yes,unknown,'\'(4-7]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',blue-collar,single,primary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(28-inf)\'',jul,'\'(910.3-1212.4]\'','\'(15.7-20.6]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',management,divorced,tertiary,no,'\'(-inf-4137.1]\'',yes,no,telephone,'\'(7-10]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(260.6-347.8]\'','\'(2.5-5]\'',failure,no
'\'(32.6-39.4]\'',technician,single,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(22-25]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',blue-collar,single,secondary,no,'\'(-inf-4137.1]\'',yes,no,telephone,'\'(10-13]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',admin.,divorced,secondary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(16-19]\'',jun,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',admin.,single,secondary,no,'\'(4137.1-11587.2]\'',no,no,telephone,'\'(10-13]\'',may,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(173.4-260.6]\'','\'(2.5-5]\'',success,yes
'\'(25.8-32.6]\'',management,single,tertiary,no,'\'(11587.2-19037.3]\'',yes,no,cellular,'\'(10-13]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',admin.,married,secondary,no,'\'(-inf-4137.1]\'',no,yes,cellular,'\'(22-25]\'',jul,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',technician,married,primary,no,'\'(-inf-4137.1]\'',no,no,unknown,'\'(19-22]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',services,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(7-10]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',blue-collar,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(13-16]\'',may,'\'(-inf-306.1]\'','\'(5.9-10.8]\'','\'(347.8-435]\'','\'(2.5-5]\'',other,no
'\'(32.6-39.4]\'',blue-collar,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(10-13]\'',may,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',services,married,secondary,no,'\'(-inf-4137.1]\'',yes,yes,unknown,'\'(16-19]\'',may,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',management,single,tertiary,no,'\'(4137.1-11587.2]\'',no,no,cellular,'\'(22-25]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,yes
'\'(39.4-46.2]\'',admin.,married,secondary,no,'\'(-inf-4137.1]\'',yes,yes,cellular,'\'(16-19]\'',nov,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',management,married,tertiary,no,'\'(4137.1-11587.2]\'',no,yes,cellular,'\'(16-19]\'',jul,'\'(-inf-306.1]\'','\'(5.9-10.8]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(59.8-66.6]\'',retired,married,secondary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(22-25]\'',jan,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,yes
'\'(32.6-39.4]\'',admin.,divorced,tertiary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(4-7]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',blue-collar,married,primary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(19-22]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',services,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(16-19]\'',apr,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',blue-collar,married,secondary,no,'\'(-inf-4137.1]\'',no,no,unknown,'\'(19-22]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',technician,married,tertiary,no,'\'(4137.1-11587.2]\'',no,no,cellular,'\'(-inf-4]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(73.4-80.2]\'',retired,divorced,primary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(10-13]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',management,single,unknown,no,'\'(-inf-4137.1]\'',no,yes,cellular,'\'(7-10]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',services,married,primary,no,'\'(4137.1-11587.2]\'',no,no,telephone,'\'(19-22]\'',nov,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',self-employed,married,tertiary,no,'\'(-inf-4137.1]\'',yes,yes,unknown,'\'(4-7]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',student,single,secondary,no,'\'(-inf-4137.1]\'',no,no,telephone,'\'(28-inf)\'',apr,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(59.8-66.6]\'',management,married,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(13-16]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',housemaid,married,tertiary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(22-25]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(-inf-25.8]\'',student,single,unknown,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(25-28]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',retired,married,secondary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(10-13]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(73.4-80.2]\'',retired,married,primary,no,'\'(4137.1-11587.2]\'',no,no,telephone,'\'(16-19]\'',jan,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(260.6-347.8]\'','\'(-inf-2.5]\'',success,yes
'\'(25.8-32.6]\'',blue-collar,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(19-22]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',services,married,primary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(16-19]\'',jul,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(73.4-80.2]\'',retired,married,primary,no,'\'(-inf-4137.1]\'',no,no,telephone,'\'(25-28]\'',nov,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(86.2-173.4]\'','\'(2.5-5]\'',failure,no
'\'(59.8-66.6]\'',housemaid,married,primary,no,'\'(-inf-4137.1]\'',no,yes,telephone,'\'(19-22]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',management,married,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(4-7]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',blue-collar,married,primary,no,'\'(-inf-4137.1]\'',yes,yes,unknown,'\'(25-28]\'',may,'\'(-inf-306.1]\'','\'(5.9-10.8]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(46.2-53]\'',services,married,secondary,no,'\'(-inf-4137.1]\'',no,yes,cellular,'\'(25-28]\'',aug,'\'(-inf-306.1]\'','\'(5.9-10.8]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(46.2-53]\'',management,married,secondary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(4-7]\'',apr,'\'(608.2-910.3]\'','\'(5.9-10.8]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',technician,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,telephone,'\'(13-16]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',technician,married,tertiary,no,'\'(-inf-4137.1]\'',yes,no,telephone,'\'(10-13]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(46.2-53]\'',admin.,married,secondary,no,'\'(11587.2-19037.3]\'',no,yes,telephone,'\'(7-10]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',blue-collar,married,primary,no,'\'(-inf-4137.1]\'',yes,yes,unknown,'\'(4-7]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',technician,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(4-7]\'',feb,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',blue-collar,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(-inf-4]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',technician,married,secondary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(10-13]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(46.2-53]\'',entrepreneur,married,secondary,no,'\'(-inf-4137.1]\'',no,yes,telephone,'\'(13-16]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(66.6-73.4]\'',retired,married,primary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(22-25]\'',apr,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,yes
'\'(32.6-39.4]\'',blue-collar,married,secondary,no,'\'(-inf-4137.1]\'',yes,yes,cellular,'\'(19-22]\'',apr,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',technician,married,secondary,no,'\'(-inf-4137.1]\'',no,yes,cellular,'\'(16-19]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',blue-collar,single,secondary,no,'\'(4137.1-11587.2]\'',yes,yes,cellular,'\'(19-22]\'',nov,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',management,married,tertiary,no,'\'(-inf-4137.1]\'',no,no,unknown,'\'(13-16]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',management,married,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(28-inf)\'',jul,'\'(608.2-910.3]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,yes
'\'(-inf-25.8]\'',unemployed,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(25-28]\'',jul,'\'(-inf-306.1]\'','\'(30.4-35.3]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',management,married,tertiary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(19-22]\'',nov,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(46.2-53]\'',management,married,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(4-7]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',management,single,tertiary,yes,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(16-19]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',management,married,primary,no,'\'(4137.1-11587.2]\'',yes,no,cellular,'\'(16-19]\'',nov,'\'(910.3-1212.4]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,yes
'\'(25.8-32.6]\'',blue-collar,single,secondary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(13-16]\'',may,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',admin.,married,secondary,no,'\'(19037.3-26487.4]\'',yes,no,cellular,'\'(16-19]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(347.8-435]\'','\'(2.5-5]\'',failure,no
'\'(53-59.8]\'',management,married,tertiary,no,'\'(-inf-4137.1]\'',yes,yes,cellular,'\'(-inf-4]\'',feb,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(5-7.5]\'',other,no
'\'(-inf-25.8]\'',student,single,unknown,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(4-7]\'',feb,'\'(306.1-608.2]\'','\'(15.7-20.6]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',management,single,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(-inf-4]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',blue-collar,single,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(16-19]\'',nov,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(173.4-260.6]\'','\'(-inf-2.5]\'',failure,no
'\'(39.4-46.2]\'',blue-collar,married,primary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(13-16]\'',apr,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(86.2-173.4]\'','\'(7.5-10]\'',other,no
'\'(25.8-32.6]\'',entrepreneur,married,primary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(7-10]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(46.2-53]\'',admin.,divorced,secondary,no,'\'(-inf-4137.1]\'',yes,yes,cellular,'\'(28-inf)\'',apr,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(46.2-53]\'',blue-collar,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(28-inf)\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(435-522.2]\'','\'(-inf-2.5]\'',failure,yes
'\'(39.4-46.2]\'',technician,single,secondary,no,'\'(-inf-4137.1]\'',no,no,telephone,'\'(28-inf)\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(46.2-53]\'',technician,married,secondary,no,'\'(-inf-4137.1]\'',no,no,unknown,'\'(7-10]\'',jun,'\'(-inf-306.1]\'','\'(5.9-10.8]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',technician,single,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(22-25]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(25.8-32.6]\'',management,single,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(25-28]\'',oct,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',success,no
'\'(46.2-53]\'',management,married,unknown,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(10-13]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',admin.,single,tertiary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(16-19]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',blue-collar,married,secondary,no,'\'(-inf-4137.1]\'',yes,yes,unknown,'\'(25-28]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(46.2-53]\'',blue-collar,divorced,primary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(19-22]\'',nov,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',retired,divorced,secondary,no,'\'(-inf-4137.1]\'',no,no,unknown,'\'(4-7]\'',nov,'\'(608.2-910.3]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,yes
'\'(53-59.8]\'',housemaid,married,primary,no,'\'(-inf-4137.1]\'',yes,no,telephone,'\'(25-28]\'',jul,'\'(-inf-306.1]\'','\'(5.9-10.8]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',technician,married,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(25-28]\'',oct,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(522.2-609.4]\'','\'(2.5-5]\'',success,yes
'\'(59.8-66.6]\'',blue-collar,married,secondary,no,'\'(-inf-4137.1]\'',no,no,telephone,'\'(28-inf)\'',oct,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',management,married,tertiary,no,'\'(-inf-4137.1]\'',yes,yes,cellular,'\'(10-13]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',blue-collar,married,unknown,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(28-inf)\'',may,'\'(-inf-306.1]\'','\'(5.9-10.8]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',admin.,married,secondary,no,'\'(-inf-4137.1]\'',yes,yes,unknown,'\'(25-28]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',blue-collar,married,primary,no,'\'(-inf-4137.1]\'',no,yes,telephone,'\'(13-16]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',management,married,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(10-13]\'',mar,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(173.4-260.6]\'','\'(5-7.5]\'',success,yes
'\'(25.8-32.6]\'',admin.,single,secondary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(-inf-4]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',services,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,telephone,'\'(25-28]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(46.2-53]\'',management,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(28-inf)\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',admin.,married,primary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(10-13]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(347.8-435]\'','\'(2.5-5]\'',other,no
'\'(25.8-32.6]\'',blue-collar,married,primary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(16-19]\'',nov,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',blue-collar,divorced,secondary,no,'\'(-inf-4137.1]\'',no,no,unknown,'\'(22-25]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',management,married,tertiary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(7-10]\'',apr,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(173.4-260.6]\'','\'(-inf-2.5]\'',failure,no
'\'(32.6-39.4]\'',management,single,tertiary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(4-7]\'',aug,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(53-59.8]\'',retired,married,secondary,no,'\'(-inf-4137.1]\'',no,yes,cellular,'\'(28-inf)\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',blue-collar,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(10-13]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(173.4-260.6]\'','\'(-inf-2.5]\'',other,no
'\'(46.2-53]\'',management,married,secondary,no,'\'(-inf-4137.1]\'',no,no,unknown,'\'(7-10]\'',jun,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(39.4-46.2]\'',blue-collar,married,secondary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(16-19]\'',apr,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',blue-collar,divorced,secondary,no,'\'(-inf-4137.1]\'',yes,no,unknown,'\'(7-10]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
'\'(32.6-39.4]\'',blue-collar,married,secondary,no,'\'(-inf-4137.1]\'',no,no,cellular,'\'(-inf-4]\'',jul,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(86.2-173.4]\'','\'(2.5-5]\'',success,no
'\'(32.6-39.4]\'',blue-collar,married,secondary,no,'\'(4137.1-11587.2]\'',yes,no,unknown,'\'(19-22]\'',may,'\'(306.1-608.2]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,yes
'\'(39.4-46.2]\'',services,single,secondary,no,'\'(4137.1-11587.2]\'',yes,no,cellular,'\'(19-22]\'',nov,'\'(-inf-306.1]\'','\'(5.9-10.8]\'','\'(173.4-260.6]\'','\'(12.5-15]\'',other,no
'\'(25.8-32.6]\'',blue-collar,single,tertiary,no,'\'(-inf-4137.1]\'',yes,no,cellular,'\'(4-7]\'',may,'\'(-inf-306.1]\'','\'(-inf-5.9]\'','\'(-inf-86.2]\'','\'(-inf-2.5]\'',unknown,no
